age,gender,country,prefecture,wish_original,wish_ja,wish_en,wish_zh,wish_ko,flag,timestamp
51-60,男性,日本,広島県,宇宙に行けますように,宇宙に行けますように,I hope I can go to space,我希望我能去太空,우주에 갈 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
51-60,男性,日本,和歌山県,家族の誰もが安心して話せる時間が持てますように,家族の誰もが安心して話せる時間が持てますように,I hope everyone in the family can have time to talk with peace of mind,我希望家庭中的每个人都可以有时间与心灵安心交谈,나는 가족의 모든 사람들이 마음의 평화로 이야기 할 시간을 가질 수 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
51-60,男性,日本,香川県,地域の高齢化対策が進みますように,地域の高齢化対策が進みますように,I hope that measures to combat the aging of the community will progress,我希望与社区老化的措施能够进步,지역 사회의 노화와 싸우는 조치가 진행되기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
41-50,女性,日本,広島県,伝説的なサッカーチームの一員になれますように,伝説的なサッカーチームの一員になれますように,I hope you become part of the legendary soccer team,希望您成为传奇足球队的一部分,전설적인 축구 팀의 일원이되기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
21-30,女性,パプアニューギニア,,I hope that disaster recovery will be carried out quickly,災害復興が迅速に進められますように,I hope that disaster recovery will be carried out quickly,我希望灾难恢复会很快进行,재해 회복이 빠르게 수행되기를 바랍니다.,🇵🇬,2025-05-04 23:52:11
51-60,女性,日本,北海道,宇宙飛行士として宇宙に行けますように,宇宙飛行士として宇宙に行けますように,I hope you can go to space as an astronaut,我希望你可以作为宇航员去太空,우주 비행사로 우주로 갈 수 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
70-,男性,南アフリカ,,I hope you become an idol,アイドルになれますように,I hope you become an idol,我希望你成为偶像,나는 당신이 우상이되기를 바랍니다,🇿🇦,2025-05-04 23:52:11
21-30,男性,日本,東京都,動物愛護が一層進みますように,動物愛護が一層進みますように,I hope animal welfare continues,我希望动物福利继续,동물 복지가 계속되기를 바랍니다,🇯🇵,2025-05-04 23:52:11
21-30,回答しない,韓国,,가족이 안전하게 운전하는 것을 볼 수 있기를 바랍니다,家族の安全運転を見守れますように,I hope I can watch my family drive safely,我希望我可以安全地看我的家人,가족이 안전하게 운전하는 것을 볼 수 있기를 바랍니다,🇰🇷,2025-05-04 23:52:11
11-20,男性,イタリア,,I hope you will be selected as the executive committee of the school festival,文化祭の実行委員に選ばれますように,I hope you will be selected as the executive committee of the school festival,希望您将被选为学校节日的执行委员会,학교 축제의 집행위원회로 선정되기를 바랍니다.,🇮🇹,2025-05-04 23:52:11
41-50,女性,中国,,希望您能参与恢复历史建筑,歴史的建造物の修復に携われますように,I hope you will be involved in restoring historic buildings.,希望您能参与恢复历史建筑。,역사적인 건물을 복원하는 데 참여하기를 바랍니다.,🇨🇳,2025-05-04 23:52:11
51-60,男性,日本,福井県,持続可能なエネルギー利用が世界に広がりますように,持続可能なエネルギー利用が世界に広がりますように,May sustainable energy use spread all over the world,可能可持续的能源使用遍布世界各地,지속 가능한 에너지 사용이 전 세계에 퍼질 수 있습니다,🇯🇵,2025-05-04 23:52:11
-10,女性,日本,福岡県,YouTuberになれますように,YouTuberになれますように,I hope you become a YouTuber,我希望你成为YouTuber,나는 당신이 YouTuber가되기를 바랍니다,🇯🇵,2025-05-04 23:52:11
31-40,女性,日本,北海道,世界の幸福度が向上しますように,世界の幸福度が向上しますように,May the happiness of the world be improved,愿世界的幸福得到改善,세상의 행복이 향상되기를 바랍니다,🇯🇵,2025-05-04 23:52:11
61-70,男性,コロンビア,,Espero que se pasen más tiempo para la cena con la familia alrededor de la comida,家族で料理を囲む夕食の時間が増えますように,I hope that more dinner time will be spent with family around food,我希望将更多的晚餐时间与家人一起度过,나는 더 많은 저녁 시간이 음식 주위에 가족과 함께 보낼 수 있기를 바랍니다.,🇨🇦,2025-05-04 23:52:11
70-,男性,アルジェリア,,May the waves of emotion be calm,感情の波が穏やかになりますように,May the waves of emotion be calm,愿情感浪潮保持平静,감정의 파도가 침착 해 지길 바랍니다,🇩🇿,2025-05-04 23:52:11
-10,女性,ボリビア,,I hope I get 100 points on the test,テストで100点取れますように,I hope I get 100 points on the test,我希望我在测试中得到100分,테스트에서 100 포인트를 얻기를 바랍니다,🇧🇴,2025-05-04 23:52:11
41-50,女性,日本,栃木県,子どもの頃からの絵画作品を個展で展示できますように,子どもの頃からの絵画作品を個展で展示できますように,I hope that I can display my paintings from my childhood at my solo exhibition.,我希望我可以在我的童年展上展示自己的画作。,솔로 전시회에서 어린 시절의 그림을 전시 할 수 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
31-40,男性,タイ,,I hope that environmental protection activities will remain,環境保護活動が定着しますように,I hope that environmental protection activities will remain,我希望环境保护活动将保留,환경 보호 활동이 남아 있기를 바랍니다,🇹🇭,2025-05-04 23:52:11
41-50,回答しない,ベネズエラ,,I hope you can break your personal best at the marathon,マラソンで自己ベストを更新できますように,I hope you can break your personal best at the marathon,希望您能在马拉松比赛中打破自己的最佳状态,마라톤에서 당신의 개인적인 최선을 다룰 수 있기를 바랍니다.,🇻🇪,2025-05-04 23:52:11
70-,男性,日本,山形県,技術的負債が解消されますように,技術的負債が解消されますように,I hope that technical debts will be resolved,我希望技术债务将得到解决,기술 부채가 해결되기를 바랍니다,🇯🇵,2025-05-04 23:52:11
21-30,男性,日本,茨城県,マイクロマネジメントがなくなりますように,マイクロマネジメントがなくなりますように,I hope micromanagement will disappear,我希望微管理会消失,소액 관리가 사라지기를 바랍니다,🇯🇵,2025-05-04 23:52:11
31-40,回答しない,ドイツ,,"Ich hoffe, dass geschäftsgünstige Tools eingeführt werden",業務効率の良いツールが導入されますように,I hope that business-efficient tools will be introduced,我希望将介绍业务效率的工具,비즈니스 효율적인 도구가 도입되기를 바랍니다,🇩🇪,2025-05-04 23:52:11
21-30,男性,中国,,希望您能永远与您的朋友保持亲密关系,友達とずっと仲良しでいられますように,I hope you can stay close to your friends forever,希望您能永远与您的朋友保持亲密关系,나는 당신이 영원히 친구들과 가까이있을 수 있기를 바랍니다.,🇨🇳,2025-05-04 23:52:11
70-,女性,エチオピア,,I hope that economic growth will be realized in a sustainable way,経済成長が持続可能な形で実現しますように,I hope that economic growth will be realized in a sustainable way,我希望经济增长将以可持续的方式实现,경제 성장이 지속 가능한 방식으로 실현되기를 바랍니다.,🇪🇹,2025-05-04 23:52:11
-10,男性,日本,茨城県,雨の日に学校が休みになりますように,雨の日に学校が休みになりますように,I hope school will be closed on a rainy day,我希望学校将在下雨天关闭,비오는 날에 학교가 문을 닫기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
70-,男性,ウクライナ,,I hope that measures to combat aging will be effective,高齢化対策が効果的に進みますように,I hope that measures to combat aging will be effective,我希望对抗衰老的措施将有效,노화와 싸우기위한 조치가 효과적이기를 바랍니다.,🇺🇦,2025-05-04 23:52:11
-10,回答しない,日本,三重県,テストで100点取れますように,テストで100点取れますように,I hope I get 100 points on the test,我希望我在测试中得到100分,테스트에서 100 포인트를 얻기를 바랍니다,🇯🇵,2025-05-04 23:52:11
31-40,男性,日本,滋賀県,家族みんなで笑い合う機会が増えますように,家族みんなで笑い合う機会が増えますように,I hope that the whole family will have more opportunities to laugh together,我希望整个家庭将有更多的机会一起笑,온 가족이 함께 웃을 수있는 더 많은 기회가 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
31-40,女性,日本,京都府,新しい学びに出会えますように,新しい学びに出会えますように,I hope you will discover new learning,希望您能发现新的学习,새로운 학습을 발견하시기 바랍니다,🇯🇵,2025-05-04 23:52:11
51-60,男性,南アフリカ,,I hope that the safety and security of the local community can be maintained,地域の安心・安全が守られますように,I hope that the safety and security of the local community can be maintained,我希望可以维护当地社区的安全性,지역 사회의 안전과 보안이 유지 될 수 있기를 바랍니다.,🇿🇦,2025-05-04 23:52:11
41-50,男性,韓国,,나는 가족이 건강 점검을받는 습관이되기를 바랍니다,家族で健康診断を受ける習慣がつきますように,I hope that the family will become a habit of undergoing a health check,我希望这个家庭将成为接受健康检查的习惯,나는 가족이 건강 점검을받는 습관이되기를 바랍니다.,🇰🇷,2025-05-04 23:52:11
51-60,男性,中国,,我希望世界的教育差距将消除,世界の教育格差がなくなりますように,I hope that the world's education gap will be eliminated,我希望世界的教育差距将消除,세계의 교육 격차가 제거되기를 바랍니다.,🇨🇳,2025-05-04 23:52:11
41-50,女性,日本,京都府,海外で新しいビジネスを立ち上げられますように,海外で新しいビジネスを立ち上げられますように,I hope you can start a new business overseas,希望您可以在海外开设一家新业务,해외에서 새로운 사업을 시작할 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
51-60,男性,グアテマラ,,I hope the team will improve morale,チームの士気が向上しますように,I hope the team will improve morale,我希望团队能改善士气,팀이 사기를 향상시키기를 바랍니다,🇬🇹,2025-05-04 23:52:11
21-30,女性,日本,高知県,地域住民の防災意識が高まりますように,地域住民の防災意識が高まりますように,I hope that local residents will be aware of disaster prevention,我希望当地居民会意识到预防灾难,지역 주민들이 재난 예방을 알고 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
31-40,女性,ケニア,,I hope that the budget for new developments is secured,新規開発の予算が確保されますように,I hope that the budget for new developments is secured,我希望确保新发展的预算,새로운 개발 예산이 확보되기를 바랍니다.,🇰🇪,2025-05-04 23:52:11
-10,回答しない,日本,福岡県,運動会でリレーの選手になれますように,運動会でリレーの選手になれますように,I hope you will become a relay player at the sports day,希望您在运动日成为接力运动员,스포츠 데이에 릴레이 플레이어가 되길 바랍니다.,🇯🇵,2025-05-04 23:52:11
41-50,男性,日本,広島県,卒論を無事に提出できますように,卒論を無事に提出できますように,I hope you can submit your graduation thesis safely,希望您可以安全地提交毕业论文,졸업 논문을 안전하게 제출할 수 있기를 바랍니다,🇯🇵,2025-05-04 23:52:11
70-,女性,日本,茨城県,家族全員が毎日笑顔で過ごせますように,家族全員が毎日笑顔で過ごせますように,I hope that the whole family can spend every day with a smile,我希望整个家庭都能每天都带着微笑,온 가족이 매일 미소로 보낼 수 있기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
41-50,女性,日本,鹿児島県,講義の欠席がゼロになりますように,講義の欠席がゼロになりますように,I hope that there will be no absences in the lecture,我希望演讲不会缺席,강의에 결석이 없기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
-10,女性,フランス,,J'espère avoir 100 points sur le test,テストで100点取れますように,I hope I get 100 points on the test,我希望我在测试中得到100分,테스트에서 100 포인트를 얻기를 바랍니다,🇫🇷,2025-05-04 23:52:11
51-60,女性,中国,,我希望过度的责任感将减少,過度な責任感が軽くなりますように,I hope that excessive sense of responsibility will be reduced,我希望过度的责任感将减少,과도한 책임감이 줄어들기를 바랍니다.,🇨🇳,2025-05-04 23:52:11
41-50,女性,日本,青森県,災害復興が迅速に進められますように,災害復興が迅速に進められますように,I hope that disaster recovery will be carried out quickly,我希望灾难恢复会很快进行,재해 회복이 빠르게 수행되기를 바랍니다.,🇯🇵,2025-05-04 23:52:11
61-70,女性,ドミニカ共和国,,I hope you don't have to worry about relationships,人間関係で悩みませんように,I hope you don't have to worry about relationships,我希望你不必担心人际关系,관계에 대해 걱정할 필요가 없기를 바랍니다,🇩🇴,2025-05-04 23:52:11
21-30,男性,日本,福井県,年間評価で高評価を得られますように,年間評価で高評価を得られますように,I hope you get a high rating in the annual review,希望您在年度评论中获得高评分,연례 검토에서 높은 평가를 받으시기 바랍니다.,🇯🇵,2025-05-04 23:52:11
31-40,男性,中国,,我希望灾难恢复会很快进行,災害復興が迅速に進められますように,I hope that disaster recovery will be carried out quickly,我希望灾难恢复会很快进行,재해 회복이 빠르게 수행되기를 바랍니다.,🇨🇳,2025-05-04 23:52:11
-10,回答しない,ホンジュラス,,I hope you will be the best in physical education classes,体育の授業で一番になれますように,I hope you will be the best in physical education classes,希望您能成为体育课上最好的,나는 당신이 체육 수업에서 최고가되기를 바랍니다.,🇭🇳,2025-05-04 23:52:11
31-40,女性,韓国,,원격 작업이 계속 될 수 있기를 바랍니다,リモートワークが継続できますように,I hope remote work can continue,我希望远程工作可以继续,원격 작업이 계속 될 수 있기를 바랍니다,🇰🇷,2025-05-04 23:52:11
41-50,男性,Japan,青森県,家族仲良く暮らせますように,家族仲良く暮らせますように,I hope you can live in harmony with your family,希望您能与家人和谐相处,나는 당신이 당신의 가족과 조화롭게 살 수 있기를 바랍니다.,🇯🇵,2025-05-05 20:23:47
21-30,女性,France,,Que l'amour se répande dans le monde entier,その愛は世界中に広がっています,That love is spread throughout the world,那爱在世界各地传播,그 사랑은 전 세계에 퍼져 있습니다,🇫🇷,2025-05-05 21:14:50
41-50,男性,France,,Que l'amour se répande dans le monde entier,その愛は世界中に広がっています,That love is spread throughout the world,那爱在世界各地传播,그 사랑은 전 세계에 퍼져 있습니다,🇫🇷,2025-05-05 21:22:02
21-30,女性,France,,Que l'amour se répande dans le monde entier,その愛は世界中に広がっています,That love is spread throughout the world,那爱在世界各地传播,그 사랑은 전 세계에 퍼져 있습니다,🇫🇷,2025-05-05 21:26:51
21-30,女性,France,,Que l'amour se répande dans le monde entier,その愛は世界中に広がっています,That love is spread throughout the world,那爱在世界各地传播,그 사랑은 전 세계에 퍼져 있습니다,🇫🇷,2025-05-05 21:29:08
-10,男性,Japan,埼玉県,みんな仲良く,みんな仲良く,Everyone is friendly,每个人都很友好,모두가 친절합니다,🇯🇵,2025-05-05 21:30:55
